credito_total,ingreso_mensual,frecuencia_ahorro,nivel_endeudamiento,pago_mensual_deudas,tipo,fecha,descripcion,tipoPago,monto,meses_a_deber,categoria
45601.71,4514.6,NULA,76,1895.76,Egreso,2025-08-28,Transaction at MakeMyTrip,Transferencia,1808.91,0,Travel
6275.34,1517.66,ALTA,77,1673.13,Egreso,2025-03-03,Transaction at Metro Rail,Transferencia,328.65,0,Transport
49931.28,3892.47,NULA,58,1946.13,Egreso,2025-09-19,Transaction at Apollo Hospital,Credito,6243.79,1,Healthcare
20782.47,5386.42,NULA,24,1883.35,Egreso,2025-02-08,Transaction at More Supermarket,Transferencia,3673.1,0,Grocery
40112.99,8082.84,ALTA,53,766.09,Egreso,2025-12-24,Transaction at Nilgiris,Debito,4517.27,0,Grocery
21766.89,5470.96,BAJA,84,999.88,Egreso,2025-04-30,Transaction at Vivo Store,Credito,101343.49,3,Electronics
18288.82,2228.39,MEDIA,44,640.03,Egreso,2025-10-17,Transaction at Vistara,Debito,7704.52,0,Travel
8804.68,4656.34,NULA,1,265.27,Egreso,2025-01-30,Transaction at TSRTC,Transferencia,1462.85,0,Transport
11218.72,9022.49,BAJA,15,623.57,Egreso,2025-04-01,Transaction at Starbucks,Transferencia,697.97,0,Food
20804.42,2482.51,BAJA,75,421.08,Egreso,2025-01-01,Transaction at Air India,Transferencia,1421.2,0,Travel
14165.36,2111.16,ALTA,59,1465.45,Egreso,2025-04-10,Transaction at Nilgiris,Debito,2027.47,0,Grocery
12152.39,3181.9,NULA,29,1300.81,Egreso,2025-07-13,Transaction at Ajio,Transferencia,3801.65,0,Online Shopping
30824.65,3730.39,BAJA,93,1672.02,Egreso,2025-02-11,Transaction at Rapido,Transferencia,72.93,0,Transport
14299.49,7266.97,BAJA,80,1799.33,Egreso,2025-08-27,Transaction at H&M,Transferencia,3248.33,0,Clothing
8961.81,5758.9,NULA,4,1656.28,Egreso,2025-05-20,Transaction at Taco Bell,Transferencia,1070.32,0,Food
25458.64,1429.74,NULA,38,1099.46,Egreso,2025-01-13,Transaction at Zee5,Debito,399.46,0,Entertainment
48945.09,9749.48,ALTA,31,441.33,Egreso,2025-04-11,Transaction at RedBus,Transferencia,1575.45,0,Transport
5135.46,9828.87,ALTA,86,1664.41,Egreso,2025-05-11,Transaction at Apollo Pharmacy,Debito,16296.23,0,Healthcare
5985.01,7574.66,MEDIA,43,693.18,Egreso,2025-07-14,Transaction at OYO,Credito,27644.82,4,Travel
19185.14,4789.06,ALTA,76,1199.84,Egreso,2025-06-07,Transaction at IndiGo,Transferencia,25663.3,0,Travel
26192.43,3172.19,ALTA,97,302.46,Egreso,2025-02-12,Transaction at Biba,Transferencia,4052.97,0,Clothing
42056.5,3535.23,MEDIA,13,225.25,Egreso,2025-10-06,Transaction at BSNL,Debito,5071.32,0,Bills
10823.64,6168.05,NULA,6,944.91,Egreso,2025-06-01,Transaction at Ajio,Transferencia,1690.54,0,Online Shopping
21519.02,8365.02,NULA,7,1010.73,Egreso,2025-01-25,Transaction at Apollo Pharmacy,Transferencia,16978.65,0,Healthcare
23826.29,2464.34,BAJA,19,789.34,Egreso,2025-01-20,Transaction at Vodafone Idea,Transferencia,4404.72,0,Bills
5986.33,8778.15,BAJA,74,915.16,Egreso,2025-11-01,Transaction at Mi Store,Transferencia,60432.66,0,Electronics
35116.58,6382.79,BAJA,88,1791.16,Egreso,2025-10-29,Transaction at Air India,Debito,13685.35,0,Travel
22916.91,2595.77,NULA,29,1593.6,Egreso,2025-04-22,Transaction at Uber,Debito,262.33,0,Transport
6136.32,9290.0,MEDIA,53,400.68,Egreso,2025-11-24,Transaction at Gas Agency,Transferencia,3668.61,0,Bills
29282.96,6059.44,BAJA,29,1139.24,Egreso,2025-04-07,Transaction at Nilgiris,Transferencia,3226.23,0,Grocery
35682.58,1837.3,MEDIA,44,1820.81,Egreso,2025-02-03,Transaction at Snapdeal,Debito,10078.34,0,Online Shopping
14343.94,4128.14,NULA,80,1943.29,Egreso,2025-06-27,Transaction at Kauvery,Transferencia,13131.87,0,Healthcare
43801.68,6270.54,BAJA,7,287.53,Egreso,2025-11-24,Transaction at Airtel,Credito,3896.24,10,Bills
22133.64,1459.56,BAJA,45,1045.79,Egreso,2025-05-23,Transaction at YouTube Premium,Debito,827.23,0,Entertainment
28114.89,5236.44,BAJA,77,499.16,Egreso,2025-09-07,Transaction at H&M,Debito,5319.12,0,Clothing
19646.78,9146.09,NULA,66,104.71,Egreso,2025-07-11,Transaction at H&M,Debito,4158.3,0,Clothing
40313.5,6500.73,ALTA,96,491.2,Egreso,2025-01-26,Transaction at Biba,Transferencia,6631.13,0,Clothing
23410.71,5269.33,NULA,59,1700.57,Egreso,2025-08-08,Transaction at Starbucks,Debito,803.82,0,Food
12425.21,5824.43,NULA,58,682.62,Egreso,2025-07-10,Transaction at Paradise Biryani,Credito,582.95,3,Food
29785.44,5955.3,NULA,42,1936.4,Egreso,2025-11-14,Transaction at OnePlus,Credito,54761.75,7,Electronics
14661.21,7480.92,NULA,88,125.93,Egreso,2025-10-07,Transaction at Goibibo,Debito,10479.99,0,Travel
17878.31,7955.39,BAJA,52,570.13,Egreso,2025-02-05,Transaction at Nature's Basket,Debito,3856.84,0,Grocery
19750.69,5944.09,ALTA,83,524.19,Egreso,2025-09-02,Transaction at Spencers,Transferencia,2414.22,0,Grocery
10466.99,7483.29,MEDIA,90,1931.55,Egreso,2025-11-16,Transaction at More Supermarket,Transferencia,1096.19,0,Grocery
46564.75,5636.19,MEDIA,7,1144.26,Egreso,2025-06-21,Transaction at McDonalds,Credito,1280.37,8,Food
18306.73,1660.33,ALTA,3,1679.47,Egreso,2025-05-28,Transaction at Reliance Fresh,Debito,1031.0,0,Grocery
47324.94,2073.2,ALTA,82,446.1,Egreso,2025-10-28,Transaction at US Polo,Transferencia,3412.17,0,Clothing
18937.19,3277.95,BAJA,33,1943.65,Egreso,2025-07-13,Transaction at TNEB,Transferencia,4269.36,0,Bills
38255.93,9474.21,BAJA,67,913.02,Egreso,2025-08-18,Transaction at Barbeque Nation,Transferencia,1050.32,0,Food
9663.05,1980.98,ALTA,56,201.67,Egreso,2025-05-21,Transaction at Gaana,Transferencia,101.41,0,Entertainment
25582.34,3289.41,ALTA,38,795.6,Egreso,2025-09-10,Transaction at Wrogn,Credito,3897.32,3,Clothing
12235.26,9586.24,ALTA,73,920.02,Egreso,2025-05-10,Transaction at Air India,Transferencia,7138.19,0,Travel
8147.23,1457.97,MEDIA,49,889.69,Egreso,2025-09-09,Transaction at ACT Fibernet,Transferencia,542.78,0,Bills
35368.18,6864.17,ALTA,13,825.7,Egreso,2025-07-01,Transaction at Nykaa,Debito,15824.05,0,Online Shopping
22577.66,8055.72,NULA,72,1779.39,Egreso,2025-11-24,Transaction at Samsung Store,Transferencia,12172.11,0,Electronics
8647.01,9245.42,BAJA,6,1461.43,Egreso,2025-10-27,Transaction at TNEB,Transferencia,4912.79,0,Bills
11445.56,7071.78,MEDIA,13,1014.11,Egreso,2025-05-18,Transaction at SonyLiv,Credito,696.54,5,Entertainment
41183.22,5353.21,MEDIA,76,155.79,Egreso,2025-02-01,Transaction at Meesho,Transferencia,7504.83,0,Online Shopping
49923.44,5963.96,BAJA,43,981.58,Egreso,2025-06-14,Transaction at Yatra,Transferencia,21629.17,0,Travel
23853.44,7940.53,MEDIA,64,1132.56,Egreso,2025-07-12,Transaction at IRCTC,Debito,22464.74,0,Travel
33116.67,1771.78,NULA,71,946.69,Egreso,2025-10-30,Transaction at Adidas,Transferencia,1269.64,0,Clothing
21062.07,4308.14,MEDIA,85,1730.22,Egreso,2025-03-24,Transaction at RedBus,Transferencia,1463.39,0,Transport
18493.98,5287.03,ALTA,11,1452.43,Egreso,2025-07-26,Transaction at Airtel,Transferencia,577.51,0,Bills
35003.99,3324.45,BAJA,95,982.92,Egreso,2025-03-02,Transaction at IndiGo,Debito,15562.66,0,Travel
26445.3,1053.89,ALTA,95,183.63,Egreso,2025-08-03,Transaction at Jio Fiber,Transferencia,5504.7,0,Bills
18814.31,8925.59,NULA,5,1295.47,Egreso,2025-11-21,Transaction at Hotstar,Credito,549.5,10,Entertainment
27508.04,9360.68,MEDIA,46,1724.14,Egreso,2025-06-01,Transaction at Amazon,Transferencia,7932.8,0,Online Shopping
27225.42,9860.58,ALTA,67,1099.4,Egreso,2025-03-05,Transaction at Pantaloons,Debito,1497.18,0,Clothing
12912.25,9627.92,BAJA,92,672.65,Egreso,2025-05-27,Transaction at Hotstar,Transferencia,590.4,0,Entertainment
14139.51,1437.81,NULA,75,281.95,Egreso,2025-02-13,Transaction at Yatra,Credito,6777.88,8,Travel
14651.01,7513.15,ALTA,55,1019.47,Egreso,2025-06-25,Transaction at Meesho,Transferencia,13281.69,0,Online Shopping
38614.85,5371.73,BAJA,21,1367.4,Egreso,2025-10-02,Transaction at Mi Store,Transferencia,96101.75,0,Electronics
38240.49,1576.92,MEDIA,71,228.28,Egreso,2025-10-24,Transaction at Airtel,Transferencia,3668.34,0,Bills
16669.09,9911.94,ALTA,39,771.55,Egreso,2025-05-02,Transaction at Aha,Debito,113.16,0,Entertainment
41905.33,9819.17,MEDIA,13,1749.61,Egreso,2025-08-21,Transaction at ACT Fibernet,Transferencia,5480.27,0,Bills
27206.73,4985.64,NULA,11,1187.42,Egreso,2025-08-18,Transaction at Air India,Transferencia,16436.25,0,Travel
16782.38,4295.66,ALTA,43,950.07,Egreso,2025-04-01,Transaction at Gaana,Transferencia,332.14,0,Entertainment
49755.78,5014.16,BAJA,48,1180.64,Egreso,2025-03-30,Transaction at Netflix,Credito,925.8,6,Entertainment
7484.43,4508.42,ALTA,27,216.72,Egreso,2025-08-06,Transaction at Vivo Store,Debito,11785.97,0,Electronics
23703.47,3438.58,NULA,26,383.64,Egreso,2025-07-17,Transaction at Ajio,Transferencia,9230.17,0,Online Shopping
24800.55,5886.4,NULA,71,278.79,Egreso,2025-08-21,Transaction at H&M,Transferencia,7469.84,0,Clothing
5627.89,9063.47,BAJA,32,1727.47,Egreso,2025-03-16,Transaction at Yatra,Debito,9824.99,0,Travel
40085.05,9096.71,NULA,7,602.37,Egreso,2025-09-13,Transaction at BMTC,Transferencia,408.12,0,Transport
7128.38,8779.6,MEDIA,93,210.47,Egreso,2025-12-23,Transaction at Reliance Fresh,Transferencia,2630.88,0,Grocery
48380.08,6957.27,NULA,2,1421.72,Egreso,2025-08-27,Transaction at MedPlus,Transferencia,8814.62,0,Healthcare
46389.48,3568.6,NULA,72,1703.18,Egreso,2025-03-21,Transaction at BigBazaar,Debito,3371.23,0,Grocery
37072.14,2185.35,NULA,90,1750.44,Egreso,2025-01-18,Transaction at Dominos,Transferencia,688.73,0,Food
6668.3,2312.1,MEDIA,18,813.83,Egreso,2025-02-18,Transaction at JioMart,Transferencia,2768.16,0,Grocery
35560.02,8296.26,BAJA,49,1900.63,Egreso,2025-12-10,Transaction at Goibibo,Transferencia,18906.6,0,Travel
39488.68,3774.06,NULA,28,793.65,Egreso,2025-04-06,Transaction at Kauvery,Debito,1494.28,0,Healthcare
10249.24,6819.13,ALTA,30,870.57,Egreso,2025-09-16,Transaction at SonyLiv,Debito,530.8,0,Entertainment
14518.62,4984.9,ALTA,75,1838.48,Egreso,2025-04-04,Transaction at Zee5,Debito,280.12,0,Entertainment
23522.76,2495.66,NULA,53,1133.24,Egreso,2025-09-12,Transaction at Nilgiris,Transferencia,1217.0,0,Grocery
5918.11,4919.77,NULA,58,320.64,Egreso,2025-03-01,Transaction at IndiGo,Transferencia,16214.43,0,Travel
46171.62,6315.56,NULA,7,243.74,Egreso,2025-10-13,Transaction at Metro Rail,Transferencia,124.27,0,Transport
9055.36,5579.92,NULA,23,1561.32,Egreso,2025-11-11,Transaction at H&M,Debito,3705.48,0,Clothing
30760.67,1780.82,NULA,25,920.59,Egreso,2025-02-12,Transaction at Asus Store,Transferencia,147441.05,0,Electronics
20744.34,3826.18,NULA,5,729.31,Egreso,2025-06-24,Transaction at CloudNine,Transferencia,18067.42,0,Healthcare
22950.28,6116.13,ALTA,13,1860.17,Egreso,2025-04-26,Transaction at Yulu Bikes,Transferencia,1098.75,0,Transport
18497.7,9903.16,BAJA,20,1834.13,Egreso,2025-12-09,Transaction at Biba,Credito,745.19,6,Clothing
23669.23,7448.88,MEDIA,86,1251.61,Egreso,2025-04-12,Transaction at Tata Cliq,Transferencia,17046.38,0,Online Shopping
19195.61,4887.81,BAJA,93,479.41,Egreso,2025-04-03,Transaction at ACT Fibernet,Transferencia,3226.7,0,Bills
37227.78,6792.4,ALTA,95,1039.21,Egreso,2025-03-05,Transaction at Dell Exclusive,Debito,109625.55,0,Electronics
9873.24,4959.97,BAJA,66,1376.64,Egreso,2025-07-28,Transaction at Gas Agency,Transferencia,2982.55,0,Bills
32084.08,4138.95,MEDIA,17,881.83,Egreso,2025-11-28,Transaction at Aster,Transferencia,8137.0,0,Healthcare
45468.61,4510.58,NULA,2,1567.91,Egreso,2025-11-25,Transaction at More Supermarket,Debito,4230.57,0,Grocery
47358.67,8023.95,NULA,38,1923.28,Egreso,2025-12-07,Transaction at Metro Rail,Transferencia,1409.71,0,Transport
43545.45,9817.34,MEDIA,0,1933.44,Egreso,2025-07-24,Transaction at Property Tax Online,Transferencia,2457.3,0,Bills
12963.52,3903.33,ALTA,79,1987.33,Egreso,2025-08-18,Transaction at Tata Cliq,Debito,5077.99,0,Online Shopping
20770.66,7258.46,ALTA,93,1502.67,Egreso,2025-01-10,Transaction at Apple Store,Transferencia,18102.66,0,Electronics
28046.6,8542.67,NULA,59,653.14,Egreso,2025-07-05,Transaction at SonyLiv,Debito,100.01,0,Entertainment
47594.25,7291.85,BAJA,72,1708.17,Egreso,2025-04-26,Transaction at Starbucks,Transferencia,951.24,0,Food
23001.52,4661.46,BAJA,84,1941.13,Egreso,2025-10-24,Transaction at AirAsia,Transferencia,27369.44,0,Travel
15581.62,1427.47,ALTA,85,1769.55,Egreso,2025-01-13,Transaction at More Supermarket,Debito,2310.39,0,Grocery
39918.32,7392.26,BAJA,95,1354.98,Egreso,2025-02-04,Transaction at Yulu Bikes,Transferencia,409.7,0,Transport
47083.27,6276.27,MEDIA,73,1624.63,Egreso,2025-11-03,Transaction at MakeMyTrip,Transferencia,14126.41,0,Travel
34445.07,1962.93,NULA,80,879.11,Egreso,2025-04-14,Transaction at Taco Bell,Debito,737.14,0,Food
10690.21,3680.48,BAJA,69,732.8,Egreso,2025-08-06,Transaction at TNEB,Debito,240.6,0,Bills
16234.73,9542.31,MEDIA,15,723.53,Egreso,2025-02-28,Transaction at Gas Agency,Transferencia,2802.92,0,Bills
22073.1,5137.08,MEDIA,27,230.73,Egreso,2025-02-20,Transaction at CloudNine,Debito,15571.45,0,Healthcare
32449.06,9425.28,ALTA,47,335.62,Egreso,2025-01-20,Transaction at Snapdeal,Debito,16794.68,0,Online Shopping
29306.91,9919.53,BAJA,98,510.28,Egreso,2025-01-19,Transaction at Yatra,Debito,18840.4,0,Travel
26259.11,7460.29,MEDIA,76,1724.63,Egreso,2025-05-23,Transaction at US Polo,Credito,2976.54,11,Clothing
32839.04,9133.39,NULA,20,897.93,Egreso,2025-03-02,Transaction at Aster,Credito,18175.49,11,Healthcare
48961.27,8110.1,MEDIA,29,1106.26,Egreso,2025-05-03,Transaction at Biba,Credito,5189.65,9,Clothing
39704.13,5131.47,BAJA,5,1133.8,Egreso,2025-08-24,Transaction at Aha,Transferencia,459.72,0,Entertainment
36683.9,7269.86,BAJA,60,1369.15,Egreso,2025-09-20,Transaction at Max Fashion,Transferencia,4893.56,0,Clothing
27544.4,1304.75,MEDIA,86,1693.96,Egreso,2025-04-27,Transaction at YouTube Premium,Credito,618.54,7,Entertainment
42905.06,9084.58,NULA,64,1630.4,Egreso,2025-11-03,Transaction at DMart,Credito,2077.41,8,Grocery
45823.84,5930.13,ALTA,35,133.16,Egreso,2025-05-08,Transaction at BigBazaar,Transferencia,2400.84,0,Grocery
27474.47,9100.88,NULA,61,1205.44,Egreso,2025-04-20,Transaction at Amazon Prime,Transferencia,709.03,0,Entertainment
41249.18,1030.05,MEDIA,57,847.29,Egreso,2025-03-12,Transaction at More Supermarket,Transferencia,941.27,0,Grocery
9315.35,4818.07,BAJA,84,1936.19,Egreso,2025-02-15,Transaction at 1mg,Debito,13792.84,0,Healthcare
13161.53,3572.14,BAJA,39,1379.76,Egreso,2025-09-16,Transaction at Asus Store,Transferencia,10679.83,0,Electronics
15514.74,3402.91,BAJA,55,1619.87,Egreso,2025-04-06,Transaction at Meru Cabs,Debito,1141.86,0,Transport
40486.06,1014.28,ALTA,76,536.77,Egreso,2025-09-10,Transaction at Tata Cliq,Transferencia,7816.27,0,Online Shopping
34503.73,2202.34,NULA,94,579.25,Egreso,2025-08-25,Transaction at Croma,Debito,107050.46,0,Electronics
49421.13,7519.43,NULA,43,820.07,Egreso,2025-05-22,Transaction at Booking.com,Transferencia,1065.2,0,Travel
20271.99,8847.68,NULA,8,343.33,Egreso,2025-10-21,Transaction at Gaana,Transferencia,692.85,0,Entertainment
36442.11,1488.43,BAJA,9,1754.24,Egreso,2025-11-08,Transaction at Meru Cabs,Credito,1797.69,1,Transport
40444.35,7658.31,ALTA,55,809.38,Egreso,2025-03-09,Transaction at Amazon,Credito,8573.25,7,Online Shopping
38054.06,8849.79,ALTA,81,136.0,Egreso,2025-07-26,Transaction at Ajio,Transferencia,11687.37,0,Online Shopping
6501.93,3523.48,NULA,60,1484.69,Egreso,2025-08-30,Transaction at Allen Solly,Transferencia,4757.08,0,Clothing
5722.14,9922.98,BAJA,42,963.46,Egreso,2025-07-28,Transaction at Kauvery,Transferencia,17043.83,0,Healthcare
33638.41,9438.19,NULA,88,1882.37,Egreso,2025-08-28,Transaction at JioMart,Transferencia,1108.56,0,Grocery
46292.62,3142.74,NULA,98,1201.96,Egreso,2025-09-05,Transaction at Reliance Digital,Debito,40381.71,0,Electronics
47873.56,8312.14,NULA,85,1555.37,Egreso,2025-11-25,Transaction at Samsung Store,Debito,51754.17,0,Electronics
45395.8,8554.55,MEDIA,74,1035.2,Egreso,2025-08-02,Transaction at Starbucks,Transferencia,496.39,0,Food
41617.15,2712.37,MEDIA,87,815.72,Egreso,2025-12-18,Transaction at Adidas,Debito,5647.32,0,Clothing
6227.44,8259.13,ALTA,14,1349.28,Egreso,2025-10-08,Transaction at DMart,Transferencia,2400.71,0,Grocery
21957.7,4173.77,ALTA,22,1983.69,Egreso,2025-05-15,Transaction at Puma,Transferencia,6789.51,0,Clothing
17024.81,3285.78,BAJA,37,710.31,Egreso,2025-09-14,Transaction at Vivo Store,Credito,95149.27,4,Electronics
13265.55,1331.98,BAJA,26,1425.51,Egreso,2025-02-21,Transaction at Ola,Transferencia,1248.73,0,Transport
18146.38,6449.83,MEDIA,9,229.97,Egreso,2025-06-03,Transaction at CCD,Transferencia,518.04,0,Food
48279.24,8052.85,ALTA,52,1597.69,Egreso,2025-11-21,Transaction at Airtel,Transferencia,3674.58,0,Bills
47684.17,3833.94,MEDIA,84,1348.04,Egreso,2025-04-29,Transaction at Snapdeal,Debito,5507.39,0,Online Shopping
34635.15,7276.15,MEDIA,69,1538.65,Egreso,2025-04-30,Transaction at Samsung Store,Debito,96912.67,0,Electronics
37731.69,3017.91,ALTA,96,206.92,Egreso,2025-08-12,Transaction at Zara,Credito,5773.11,6,Clothing
17219.75,7234.13,ALTA,28,496.98,Egreso,2025-04-14,Transaction at Nature's Basket,Transferencia,402.34,0,Grocery
35516.67,9623.28,BAJA,44,430.97,Egreso,2025-06-22,Transaction at Zara,Transferencia,7187.34,0,Clothing
22566.88,2316.41,ALTA,7,1349.68,Egreso,2025-03-05,Transaction at Dominos,Debito,363.75,0,Food
37024.47,4799.71,MEDIA,0,1059.27,Egreso,2025-09-06,Transaction at Asus Store,Transferencia,63219.65,0,Electronics
18343.18,8979.06,BAJA,82,1112.62,Egreso,2025-02-11,Transaction at Vistara,Transferencia,27541.49,0,Travel
19997.18,6420.96,ALTA,10,464.61,Egreso,2025-06-04,Transaction at Max Fashion,Transferencia,557.88,0,Clothing
11489.31,7941.63,MEDIA,27,780.52,Egreso,2025-12-26,Transaction at SonyLiv,Transferencia,403.92,0,Entertainment
5722.47,5075.19,BAJA,59,334.54,Egreso,2025-02-04,Transaction at Amazon Prime,Debito,128.06,0,Entertainment
27168.8,4348.57,ALTA,75,514.05,Egreso,2025-06-29,Transaction at Pantaloons,Transferencia,4835.76,0,Clothing
9112.91,3192.38,ALTA,97,984.07,Egreso,2025-08-31,Transaction at IRCTC,Debito,11789.5,0,Travel
5291.37,4178.37,ALTA,87,122.51,Egreso,2025-09-23,Transaction at Gaana,Debito,784.3,0,Entertainment
33575.37,7670.01,BAJA,37,1914.08,Egreso,2025-05-18,Transaction at Air India,Credito,18056.95,10,Travel
49269.51,5772.31,BAJA,16,1099.03,Egreso,2025-07-16,Transaction at Aha,Transferencia,577.5,0,Entertainment
46284.82,2231.51,ALTA,97,1545.27,Egreso,2025-06-17,Transaction at Pantaloons,Transferencia,6060.6,0,Clothing
39423.41,5799.6,NULA,15,991.58,Egreso,2025-06-15,Transaction at SonyLiv,Transferencia,909.03,0,Entertainment
42331.72,9842.91,NULA,72,1226.24,Egreso,2025-07-31,Transaction at Yulu Bikes,Debito,1349.45,0,Transport
37043.04,9382.84,MEDIA,12,1649.99,Egreso,2025-04-28,Transaction at Apple Music,Debito,386.59,0,Entertainment
39304.75,4294.09,BAJA,26,1398.13,Egreso,2025-08-08,Transaction at Pepperfry,Transferencia,903.44,0,Online Shopping
17841.46,6999.92,BAJA,84,833.6,Egreso,2025-10-27,Transaction at Star Bazaar,Debito,3646.0,0,Grocery
8467.04,2136.82,BAJA,10,1332.76,Egreso,2025-02-10,Transaction at Nike,Transferencia,1945.36,0,Clothing
13224.89,3431.13,ALTA,70,535.13,Egreso,2025-04-26,Transaction at Water Board,Credito,1733.41,6,Bills
29197.02,1555.23,NULA,70,1412.83,Egreso,2025-08-18,Transaction at BSNL,Transferencia,5111.26,0,Bills
27506.74,9193.99,MEDIA,65,1415.77,Egreso,2025-07-06,Transaction at TNEB,Credito,1975.42,1,Bills
21362.26,1853.72,ALTA,14,837.19,Egreso,2025-09-06,Transaction at Airtel,Transferencia,1900.27,0,Bills
36733.19,3047.0,NULA,8,800.17,Egreso,2025-12-18,Transaction at Apollo Hospital,Transferencia,1063.02,0,Healthcare
29139.71,4919.41,ALTA,28,1275.52,Egreso,2025-10-03,Transaction at BSNL,Debito,5153.15,0,Bills
10816.21,7001.27,ALTA,25,1423.3,Egreso,2025-04-17,Transaction at Pepperfry,Transferencia,12050.19,0,Online Shopping
35224.38,4279.55,BAJA,11,984.12,Egreso,2025-08-03,Transaction at YouTube Premium,Debito,960.74,0,Entertainment
41683.98,5850.39,BAJA,48,763.41,Egreso,2025-04-26,Transaction at PharmEasy,Transferencia,11402.37,0,Healthcare
12663.91,1321.1,NULA,43,1678.76,Egreso,2025-10-16,Transaction at Tata Cliq,Transferencia,1317.02,0,Online Shopping
43112.06,3892.44,MEDIA,76,1984.16,Egreso,2025-08-02,Transaction at Subway,Credito,760.13,7,Food
14973.83,3903.81,MEDIA,61,131.45,Egreso,2025-05-24,Transaction at OYO,Credito,17559.8,5,Travel
39497.27,1644.66,ALTA,33,327.01,Egreso,2025-07-15,Transaction at Aster,Credito,8090.59,2,Healthcare
6849.75,4723.34,NULA,86,585.79,Egreso,2025-05-30,Transaction at AirAsia,Debito,20744.59,0,Travel
45544.18,3021.31,BAJA,50,1930.19,Egreso,2025-11-19,Transaction at Yulu Bikes,Credito,1836.74,7,Transport
41118.69,5271.53,NULA,71,955.97,Egreso,2025-11-11,Transaction at Subway,Debito,448.13,0,Food
6471.19,4059.9,BAJA,26,1924.15,Egreso,2025-09-13,Transaction at Amazon Prime,Debito,743.99,0,Entertainment
19255.13,8152.15,NULA,4,1437.68,Egreso,2025-01-19,Transaction at Tata Cliq,Credito,10474.8,8,Online Shopping
25764.37,9526.71,BAJA,47,1896.01,Egreso,2025-12-25,Transaction at Fortis,Credito,3626.35,5,Healthcare
5840.1,3015.91,BAJA,83,1169.57,Egreso,2025-09-16,Transaction at Fortis,Credito,12910.54,1,Healthcare
24709.82,2090.18,BAJA,31,1078.04,Egreso,2025-03-29,Transaction at ACT Fibernet,Debito,1144.85,0,Bills
28261.68,5228.69,MEDIA,77,1673.75,Egreso,2025-12-22,Transaction at Water Board,Transferencia,2386.45,0,Bills
16965.02,5456.46,MEDIA,79,652.61,Egreso,2025-05-20,Transaction at Woodland,Transferencia,1452.75,0,Clothing
24941.81,4310.76,BAJA,32,1293.71,Egreso,2025-03-27,Transaction at MedPlus,Transferencia,4256.86,0,Healthcare
39604.69,4094.91,NULA,19,1855.16,Egreso,2025-07-19,Transaction at Pepperfry,Credito,214.73,3,Online Shopping
9950.05,3715.96,NULA,92,1760.52,Egreso,2025-11-03,Transaction at Zee5,Debito,530.92,0,Entertainment
23493.04,1349.97,MEDIA,54,941.25,Egreso,2025-02-24,Transaction at Water Board,Credito,4683.39,8,Bills
14140.18,4400.38,BAJA,29,1562.69,Egreso,2025-12-10,Transaction at IRCTC,Transferencia,3994.13,0,Travel
15957.08,2524.91,NULA,48,1341.6,Egreso,2025-08-20,Transaction at ACT Fibernet,Transferencia,5820.36,0,Bills
8352.13,8885.03,ALTA,84,215.0,Egreso,2025-03-15,Transaction at Aha,Transferencia,107.57,0,Entertainment
21071.12,1711.03,MEDIA,41,1588.82,Egreso,2025-01-28,Transaction at YouTube Premium,Debito,392.54,0,Entertainment
36597.2,9006.5,NULA,1,1682.52,Egreso,2025-01-22,Transaction at Property Tax Online,Transferencia,680.91,0,Bills
32160.79,9466.47,BAJA,23,795.37,Egreso,2025-09-09,Transaction at CloudNine,Transferencia,12445.94,0,Healthcare
17550.1,8112.62,BAJA,55,1556.07,Egreso,2025-09-03,Transaction at Myntra,Transferencia,15727.66,0,Online Shopping
6107.49,9300.99,ALTA,32,626.41,Egreso,2025-11-25,Transaction at PharmEasy,Transferencia,5571.39,0,Healthcare
6481.05,4172.74,NULA,12,689.68,Egreso,2025-08-07,Transaction at Meru Cabs,Transferencia,1666.64,0,Transport
46556.82,9346.3,NULA,51,622.88,Egreso,2025-09-04,Transaction at RedBus,Transferencia,1382.78,0,Transport
23343.58,1596.26,NULA,87,456.08,Egreso,2025-08-22,Transaction at MakeMyTrip,Transferencia,22634.3,0,Travel
5548.13,1432.22,NULA,87,305.2,Egreso,2025-07-15,Transaction at Vodafone Idea,Transferencia,5395.98,0,Bills
27804.36,2364.39,NULA,93,1355.55,Egreso,2025-05-26,Transaction at Reliance Digital,Transferencia,43472.76,0,Electronics
25649.94,6045.86,NULA,91,1737.03,Egreso,2025-10-30,Transaction at Amazon,Credito,3876.08,2,Online Shopping
10798.31,7049.56,ALTA,14,384.82,Egreso,2025-10-21,Transaction at Ola,Debito,424.57,0,Transport
28722.84,1948.39,ALTA,11,171.74,Egreso,2025-04-30,Transaction at Ola,Transferencia,1259.51,0,Transport
32851.7,2860.12,BAJA,54,1587.59,Egreso,2025-05-20,Transaction at Nature's Basket,Transferencia,1609.44,0,Grocery
28233.68,4658.3,ALTA,31,891.45,Egreso,2025-10-15,Transaction at RedBus,Transferencia,1747.17,0,Transport
10890.9,5418.78,BAJA,34,1009.6,Egreso,2025-10-08,Transaction at Zee5,Debito,529.88,0,Entertainment
29838.74,7821.39,ALTA,38,1358.12,Egreso,2025-03-31,Transaction at Star Bazaar,Debito,4830.51,0,Grocery
44124.12,3571.66,ALTA,69,846.63,Egreso,2025-07-11,Transaction at MedPlus,Credito,13757.28,4,Healthcare
